video_id,channel_id,category_id
c9eG_5au2vo,UCckltLEhFLv8Xz_lQhYfwmg,25
c9NdyqPx39E,UCwKYO2L9xzLtWhSv4ncYCIA,22
c9NQB8-UvYk,UCnirzf0fEAPfQV__61iwSQQ,20
c9xtk7G23fM,UCR5y9OV23c0jJ4RGwDvGnLw,27
ca-Fi_E2m_I,UCJsN1Mmx4GRA6sCYdfKqpSQ,10
Ca101F3MsoQ,UCcrktZCp1tY9eDqrk6fMrsA,24
Caa866MZ7Aw,UCEa6e_J_Xs_GKCzG8Eq15Xw,10
CAFBffk6t78,UC3C6rQHX8pkjSyOm-620k3w,28
CafuLT3YKjs,UCCK3OZi788Ok44K97WAhLKQ,25
cajaM8yMS6g,UCwkHQPpM4IvsJZiIwW9_8Ng,22
Cak2f00WjE8,UC8irIP66QzlZNVgqe4vwN9g,10
caOSpn4Y15Y,UCvQoK_VN52NG9CwB7Tc9WZg,27
CAQNnCUm7_8,UCjK3LREYZUrNKnk56Prhe4w,29
casCQwOQstA,UCckltLEhFLv8Xz_lQhYfwmg,25
cat8Z5WINII,UCEoihco2ah097z2YwYOtojw,20
CAvvVWKWQH0,UCDdPJHmxHCJLH1sDyytCATw,22
caZuTC2WUuw,UC1Q3UfVjchyhbtyJXc_mu5w,24
cb1uKmU_Jok,UC2Wq8OiU3P9sSRxHpFEe_0Q,22
cb6TSNUFdo4,UC92h2ZVbLNazWe038DnzIUA,22
Cb75w54T1nM,UC2Wq8OiU3P9sSRxHpFEe_0Q,22
cb9vxI_qaio,UCAapm4DhqB5ckqr61IGdTUw,20
CBB5y7IJ6ms,UCR0Bia1mQ7NQp31WWNhoFnw,22
cBckZD0YBdo,UCgnFSj7jQffD5V5m05j4dPw,22
CBi2oJTHCY4,UCckltLEhFLv8Xz_lQhYfwmg,25
cBP3OIZaqSA,UC-ss1l2vO46QAgyCsPRIVDA,27
CbQsUFlc55k,UCCK3OZi788Ok44K97WAhLKQ,25
CC02ukbC5Us,UCDO8zlJiV9ZgaMMK2DyX1Dw,17
Cc9B_43qPH0,UCckltLEhFLv8Xz_lQhYfwmg,25
ccEFEOmH1U8,UCdY0SS4tZPdWdQ6m5bX-ZBg,24
ccI6v3tmYGQ,UCr8qGT-Mv9tdCo-aPr06REQ,1
CCIP4uD-jDg,UCTb1H9XUOHjqA9hVvxCht0w,17
CcjyAekDx_8,UCcpCelkp30ukU3ZKUXsU25g,24
CCPHvk6JSE0,UCckltLEhFLv8Xz_lQhYfwmg,25
CcRuGBfXadc,UC4UaWbUUwVvCxWNqhb4f16Q,22
CCxEdh4J3GA,UCWqN5l7FwMO6-gT8Dg9mx5A,22
cdIDUbCcqwA,UCEUSUxrhCt4n0Pp9WB7q7-w,24
cdQ1ZKheYwM,UCCK3OZi788Ok44K97WAhLKQ,25
cDUM8kpeIMw,UCAapm4DhqB5ckqr61IGdTUw,22
CEC8s9n56wM,UCEjCyBoWP57QRkmFRz-aOGw,27
CECIO7-xhbA,UCckltLEhFLv8Xz_lQhYfwmg,25
CeiYZMfoD2Y,UC1Q3UfVjchyhbtyJXc_mu5w,24
CeKQUzs5OuA,UC7hqTC-ChL-_PUKhctTt50A,19
cenHPnSrCeo,UCkysZsPin4y9iQHS-QYygeQ,20
cenKjFeM5x0,UCHQfFg_epoUK0htwmiUyzEQ,27
CErKHgkeoeQ,UCckltLEhFLv8Xz_lQhYfwmg,25
CeTXPb3vfFA,UC7hqTC-ChL-_PUKhctTt50A,19
CF-NEK0Cq_w,UCMeObxIFpmRVL22ZpL4ME9g,22
CF6f2io3Vlc,UCKEKf35apTUvSLs-c1DCekw,27
cfdzVWju8Cc,UCOLdaAcrdzYY3ug15EuuFAg,26
CfrS6WGmKAk,UCGc6e2-SXlGP_cKkV5H39Kg,24
cfUGxiuPN6w,UCKA7SQOUkD1_z5lr016Q70w,22
CFuM1NfCk3I,UCgnFSj7jQffD5V5m05j4dPw,24
cfvZEKXcsgI,UCETxOvOv9_44-CUzsPlzyxQ,28
cfWKk_u-haw,UCFPySgAumPBFo0VFf8hjCjw,10
cg_sHVCvWzE,UCu7cGbQEMgGk8TD0ZYucM5g,27
Cg3ve6bWOjU,UCu7cGbQEMgGk8TD0ZYucM5g,27
CGgZsNmHRtw,UCckltLEhFLv8Xz_lQhYfwmg,25
CGZ4Erys-Sk,UCgnFSj7jQffD5V5m05j4dPw,22
cH3Zl0WmSaA,UCglXlpWjIi95auM3umWWLdw,28
ch5N9-5sczA,UC6lDrxy3lS4LNRuuBtryqpQ,22
CHE7mTJci2g,UC2Wq8OiU3P9sSRxHpFEe_0Q,22
ChlbXFa_n_c,UCckltLEhFLv8Xz_lQhYfwmg,25
ChoVA4BE2r4,UCgnFSj7jQffD5V5m05j4dPw,22
ChPGjQ4DTH4,UCgnFSj7jQffD5V5m05j4dPw,22
chQn5F3FXXU,UCe13xXtdfx_n0_z1qeXV6_g,10
CHskvgURRkM,UCckltLEhFLv8Xz_lQhYfwmg,25
chYgKGz8AjQ,UCr8qGT-Mv9tdCo-aPr06REQ,1
cI6xqTPTuw8,UCYG2PZN2DImFqoTcj983iqA,24
CIG_iojHGTQ,UCNFDDKoTezuSWbIjjHA76xQ,22
CilXeiauXCA,UCgnFSj7jQffD5V5m05j4dPw,22
cioOFJMmQMo,UCckltLEhFLv8Xz_lQhYfwmg,25
CJk3eeI_vcE,UC_BPD0TBnFtRExZOhIFEQYQ,20
cJL-OlvJ20U,UCQxq1x6XKl1oRJ_aSOdurWQ,10
cjnc1rN_Idc,UCs_mHlm5_C82W5WCIJaSMbQ,22
CJT_njGwo5s,UCgnFSj7jQffD5V5m05j4dPw,22
CK-5jos8bqM,UCEjCyBoWP57QRkmFRz-aOGw,27
CK7FrvIujQQ,UCltN1illHSguno1gokRShxA,26
CKAhnzN4HNg,UCAapm4DhqB5ckqr61IGdTUw,22
ckFoqfcmZ1Y,UCGc6e2-SXlGP_cKkV5H39Kg,24
cKGOgFC6x0k,UCVwbUjoiTUXxeVjsxW9Kwng,10
CKMEHKB8UTU,UCKS1HX4moHCcDBZnM9k4giw,1
Ckv6wF4uij0,UC0PdkCm3QlHJ8HdH4JeNirA,20
cKxA2fcbkaw,UCdY0SS4tZPdWdQ6m5bX-ZBg,24
CKYGeE3JOdw,UCrjQG1gLZ4cDwIzrGA5pRBw,22
ckYtiqdhtnY,UCckltLEhFLv8Xz_lQhYfwmg,25
Clc1LZkq8-I,UCckltLEhFLv8Xz_lQhYfwmg,25
clD4CVcyZgs,UC1Q3UfVjchyhbtyJXc_mu5w,24
clHe2P03d5k,UCs_mHlm5_C82W5WCIJaSMbQ,22
clQ8eayO210,UCJsN1Mmx4GRA6sCYdfKqpSQ,10
cLvOAzzGGDo,UCWqN5l7FwMO6-gT8Dg9mx5A,22
clXCnLNPhJ8,UCwXfRdTtVeVnXXF4poaYw0Q,19
cMA_elSmna8,UCRnC_XIuIVFKWphUcLd4MVA,27
CmbzRMYdGAU,UCcrktZCp1tY9eDqrk6fMrsA,24
Cmdv0J_rgpI,UCu_V8lfzyGspxP-LNFowW9w,10
cMw8hwRniA0,UC_BPD0TBnFtRExZOhIFEQYQ,20
Cmy_9lcR0BM,UCEoihco2ah097z2YwYOtojw,20
cMy12eTwQKY,UCckltLEhFLv8Xz_lQhYfwmg,25
cn2I0MIz5B4,UCRtAu8OVYVfuNZmTV-Ug0zA,27
CN7hdrADPUs,UCmqflTSJ6911aCrnaWIXxsA,24
cnbBV-xt2vU,UCCK3OZi788Ok44K97WAhLKQ,25
CnCBOGiakbA,UCgnFSj7jQffD5V5m05j4dPw,22
CNhRb1sTZ0s,UCgnFSj7jQffD5V5m05j4dPw,22
CNMtlPaoRkY,UCckltLEhFLv8Xz_lQhYfwmg,25
CnNgftWeqTY,UCgnFSj7jQffD5V5m05j4dPw,22
cOGZ7FeRB5I,UCfK5mYo5nvU4d4vkguhSn6Q,24
cOs6Acn_Klk,UC0CXMeU0432EMgBnlBaY_yA,27
Coumt5qkQsg,UCfK5mYo5nvU4d4vkguhSn6Q,24
Coyu1_lVCS0,UCckltLEhFLv8Xz_lQhYfwmg,25
Cp37ouxFopY,UCYFn7BOOlmL21iNJ6q5IDfg,24
cPGp62fhAwg,UCh9qXeL8eP3Txra2908xksg,10
CPXzcWZQ6r4,UCckltLEhFLv8Xz_lQhYfwmg,25
CQ9yPmoudGw,UCCK3OZi788Ok44K97WAhLKQ,25
CqbmisDW-mo,UCCK3OZi788Ok44K97WAhLKQ,25
cQhAf9EtD9E,UC0PdkCm3QlHJ8HdH4JeNirA,20
CqKgi5mNc30,UCu7cGbQEMgGk8TD0ZYucM5g,27
cQsbxlVfCbY,UCKS1HX4moHCcDBZnM9k4giw,1
cQT_YtauGsA,UCgnFSj7jQffD5V5m05j4dPw,22
cQTFI1EaGv0,UCR5y9OV23c0jJ4RGwDvGnLw,27
cQZKG7xAQBI,UCOQAZV0vURpWMKTlAGVy8rQ,27
cr--diOO53o,UCaRBojHlDl24Tzh6Vt6dihQ,20
cr-SjK5-hvI,UCckltLEhFLv8Xz_lQhYfwmg,25
cR0P-6v9jlw,UCt7aYc76HmITvYbbQlHyFnw,27
cr5bo7ABcEo,UCCK3OZi788Ok44K97WAhLKQ,25
Cr6KcEhIBRI,UCwXfRdTtVeVnXXF4poaYw0Q,19
cRkbBympKWg,UCWqN5l7FwMO6-gT8Dg9mx5A,22
crMFN0ltVmQ,UCCK3OZi788Ok44K97WAhLKQ,25
cRpbhPci540,UCckltLEhFLv8Xz_lQhYfwmg,25
crPui2KQZKw,UCdY0SS4tZPdWdQ6m5bX-ZBg,24
crRd_g81BOI,UCR5y9OV23c0jJ4RGwDvGnLw,27
CRstysydLzE,UCETxOvOv9_44-CUzsPlzyxQ,28
CSaH6lBLJdw,UCgnFSj7jQffD5V5m05j4dPw,22
CSarSo-8Ut0,UCckltLEhFLv8Xz_lQhYfwmg,25
CSMoBXnDSgM,UC9ZdXR-RYydFqdIb1lqM4LQ,19
cSzniOInWls,UCckltLEhFLv8Xz_lQhYfwmg,25
Ct5JsLBjjSg,UCjK3LREYZUrNKnk56Prhe4w,29
ct8OaWwh_pQ,UCckltLEhFLv8Xz_lQhYfwmg,25
cTBI4KgB-cM,UCs_mHlm5_C82W5WCIJaSMbQ,22
CtEDb2Jjnwc,UC0CXMeU0432EMgBnlBaY_yA,27
cU_FOJ0fROU,UCckltLEhFLv8Xz_lQhYfwmg,25
Cu3NPs0UjMA,UCEUSUxrhCt4n0Pp9WB7q7-w,27
CU8cSvvTjOA,UCCK3OZi788Ok44K97WAhLKQ,25
cuaIF8HP0rE,UCh9qXeL8eP3Txra2908xksg,10
cuB1dYrBKaI,UCnY7v189bwoSTFFYD_PNWhQ,27
cUi6jkzDBq8,UCFq73irpdELVQc5yYQcLCcA,22
cUJw9hZA0Mw,UCVmkgq5EQR_Dls3LG-wkrjw,22
cujxwS6a7Mw,UC3C6rQHX8pkjSyOm-620k3w,28
cuTFQV0HlEc,UCckltLEhFLv8Xz_lQhYfwmg,25
CuWgydT_FeY,UCmqflTSJ6911aCrnaWIXxsA,24
CUy81MEyD8g,UCckltLEhFLv8Xz_lQhYfwmg,25
CuYfTV1V2dE,UCHQfFg_epoUK0htwmiUyzEQ,27
cv08xW_Fvx4,UC0CXMeU0432EMgBnlBaY_yA,27
cv1QQmjB9io,UCckltLEhFLv8Xz_lQhYfwmg,25
CVbaTREo6OM,UC_BPD0TBnFtRExZOhIFEQYQ,20
cVJc9D97K8o,UCn0XmAUFv6d2tofMFEesSNw,24
CVsAaRPf60E,UCRtAu8OVYVfuNZmTV-Ug0zA,27
CVXqQLfy5mM,UCVmkgq5EQR_Dls3LG-wkrjw,28
cvzG-J7G6dg,UCu7cGbQEMgGk8TD0ZYucM5g,27
CW1Tr76sodM,UCfK5mYo5nvU4d4vkguhSn6Q,24
CWC8q9oRXdo,UCCK3OZi788Ok44K97WAhLKQ,25
CWH_JCwGsmo,UC9ZdXR-RYydFqdIb1lqM4LQ,19
cwilGT08a6w,UCMQYRNX1Fg-HJ8Ey7Z3WPrA,24
cWLr-mj77Kc,UCJsN1Mmx4GRA6sCYdfKqpSQ,10
cWQZY82hlt8,UCrjQG1gLZ4cDwIzrGA5pRBw,22
Cws4X1a6qZw,UCCK3OZi788Ok44K97WAhLKQ,25
CwT37R9H76M,UC6lDrxy3lS4LNRuuBtryqpQ,22
CX-Rd5i7RSc,UCn0XmAUFv6d2tofMFEesSNw,24
Cx4_ola_9bI,UCCK3OZi788Ok44K97WAhLKQ,25
cx9-OZ6hEn4,UCBR9iW2qo_7LP9_9u3A2ZeQ,20
CxmaTs8EMLo,UCrjQG1gLZ4cDwIzrGA5pRBw,22
cXN_-45eBtU,UCDm4BW0Q5d-zASSuRyvPGXw,22
CXVceQLK-10,UCCK3OZi788Ok44K97WAhLKQ,25
cXxQCnm9fLc,UCckltLEhFLv8Xz_lQhYfwmg,25
CXyn0Y_QxXU,UCGN3TM5lZQ1DAvMwI1LIc8Q,27
cxZ7D_9Wwho,UCgnFSj7jQffD5V5m05j4dPw,22
CyEo0K5dTL4,UCn0XmAUFv6d2tofMFEesSNw,24
cyXtfEWh7BI,UCNyujDJFZqQml78mdpb2rNA,24
cYXYY1K-u8E,UCckltLEhFLv8Xz_lQhYfwmg,25
Cz_-TXXroyw,UCCK3OZi788Ok44K97WAhLKQ,25
cz8G5MAd81U,UCgnFSj7jQffD5V5m05j4dPw,22
CZAFcv4lsIQ,UCCK3OZi788Ok44K97WAhLKQ,25
cZCbO8V1V9o,UC3C6rQHX8pkjSyOm-620k3w,28
CZdZbQIH3pQ,UCgnFSj7jQffD5V5m05j4dPw,22
cZeBe-Vz_Jk,UCnY7v189bwoSTFFYD_PNWhQ,27
CzhtHldbqu8,UCCK3OZi788Ok44K97WAhLKQ,25
CZSbj6_P6qo,UCMQYRNX1Fg-HJ8Ey7Z3WPrA,24
czTw2ytsU-U,UCCK3OZi788Ok44K97WAhLKQ,25
D_dGx_IWtx0,UCckltLEhFLv8Xz_lQhYfwmg,25
D_sUJ6v5f1E,UCckltLEhFLv8Xz_lQhYfwmg,25
D_VnymDqREc,UCckltLEhFLv8Xz_lQhYfwmg,25
d-fCqnMSDC8,UCBR9iW2qo_7LP9_9u3A2ZeQ,20
D-I_mzJhnZQ,UC1Q3UfVjchyhbtyJXc_mu5w,24
D-zXZGTz3hc,UC_BPD0TBnFtRExZOhIFEQYQ,20
D0bo44Qj5z4,UCiOEgWwAKbfrVb795hqQc9A,24
d0dZKUqlloc,UCCK3OZi788Ok44K97WAhLKQ,25
d0wHgVMoJuU,UCKA7SQOUkD1_z5lr016Q70w,22
D0WO1egNL7o,UCETxOvOv9_44-CUzsPlzyxQ,28
d1orpSgzoP4,UCCK3OZi788Ok44K97WAhLKQ,25
D1rwgk0lAMM,UC0CXMeU0432EMgBnlBaY_yA,27
d1scqYIZHVc,UCgnFSj7jQffD5V5m05j4dPw,24
d2rH05iWGY0,UCCK3OZi788Ok44K97WAhLKQ,25
D3bhAp0Y1aU,UCEoihco2ah097z2YwYOtojw,20
d3qNe3iIb9A,UCwXfRdTtVeVnXXF4poaYw0Q,19
D3WjLBl3v60,UCgnFSj7jQffD5V5m05j4dPw,24
D4910C3ShiA,UCCK3OZi788Ok44K97WAhLKQ,25
d4A9kXLPfoA,UCCK3OZi788Ok44K97WAhLKQ,25
D4dexAg1lFo,UCRnC_XIuIVFKWphUcLd4MVA,27
d4ieigRL2zc,UCwkHQPpM4IvsJZiIwW9_8Ng,22
d58WMPPLQQ4,UCltN1illHSguno1gokRShxA,26
d5ilWJWgzUI,UCWqN5l7FwMO6-gT8Dg9mx5A,22
d5N9lbDzOtc,UCckltLEhFLv8Xz_lQhYfwmg,25
D5nOEb7YVZM,UCiOEgWwAKbfrVb795hqQc9A,24
d5tqvrY1cpU,UCWqN5l7FwMO6-gT8Dg9mx5A,22
D5x_CfEHsX0,UCEmrzEYds6XN_7dd_5_XnrA,24
D6-mqNiy5V0,UCCK3OZi788Ok44K97WAhLKQ,25
D6KT_GERV74,UC92h2ZVbLNazWe038DnzIUA,22
d6OBl9RexxM,UCMeObxIFpmRVL22ZpL4ME9g,22
d6uD0uKEyHA,UCckltLEhFLv8Xz_lQhYfwmg,25
D7A9sch20-0,UCCK3OZi788Ok44K97WAhLKQ,25
d7DN0I7RF1g,UCwkHQPpM4IvsJZiIwW9_8Ng,22
d7fiBhaOvY4,UCDm4BW0Q5d-zASSuRyvPGXw,22
d7pEqrPT2CY,UCgnFSj7jQffD5V5m05j4dPw,22
d8HaivGruCw,UCCK3OZi788Ok44K97WAhLKQ,25
d8hUgvYT1Us,UCnirzf0fEAPfQV__61iwSQQ,20
d8Ln5qIn4e8,UCgnFSj7jQffD5V5m05j4dPw,22
D8mARGp-a5E,UCwkHQPpM4IvsJZiIwW9_8Ng,22
d8ti4nJtmOs,UCDm4BW0Q5d-zASSuRyvPGXw,22
D9KF63geU0I,UCrjQG1gLZ4cDwIzrGA5pRBw,22
Dab63fmzBvo,UCcpCelkp30ukU3ZKUXsU25g,22
daeVmEUwihA,UCOLdaAcrdzYY3ug15EuuFAg,26
daHG9vwAZtI,UC7301rstHsGPohgeR_kh8Pw,26
daJBo2UgX8c,UCKS1HX4moHCcDBZnM9k4giw,1
DaMOBoECy1s,UCckltLEhFLv8Xz_lQhYfwmg,25
daT9U7-KQxQ,UC6lDrxy3lS4LNRuuBtryqpQ,22
DaumCbbW9Bs,UCckltLEhFLv8Xz_lQhYfwmg,25
daUMLwtyR1Y,UCmqflTSJ6911aCrnaWIXxsA,24
Dax_btkT6t8,UCYG2PZN2DImFqoTcj983iqA,24
DaZj-eBn0TA,UCgnFSj7jQffD5V5m05j4dPw,22
Db1Il3T5b2I,UCKA7SQOUkD1_z5lr016Q70w,22
DB3Tz65cbrA,UCEa6e_J_Xs_GKCzG8Eq15Xw,24
dBfOJZrT-28,UCYG2PZN2DImFqoTcj983iqA,24
DbHFXtThnDs,UCCK3OZi788Ok44K97WAhLKQ,25
DbJ70i3LFPc,UC1Q3UfVjchyhbtyJXc_mu5w,24
DcFUsUR107U,UCGkzF25IZBE1SF9ykM64xEA,24
dCh9Vw_7exU,UC1Q3UfVjchyhbtyJXc_mu5w,24
DCi52fruI2Q,UCiOEgWwAKbfrVb795hqQc9A,24
dckqYUdeBvo,UC7hqTC-ChL-_PUKhctTt50A,19
DcrGihvFiYc,UC4UaWbUUwVvCxWNqhb4f16Q,22
dCt0VNmb1vE,UCDO8zlJiV9ZgaMMK2DyX1Dw,17
dcYE_Uo0uu4,UCckltLEhFLv8Xz_lQhYfwmg,25
Dd-CSKYFjJw,UCJsN1Mmx4GRA6sCYdfKqpSQ,10
Dd88zCI0SnE,UC0PdkCm3QlHJ8HdH4JeNirA,20
DdA4NmklMMA,UCKEKf35apTUvSLs-c1DCekw,27
DDcepSp6Mzk,UCIWNVlovGKqnOhJ2eRC_xfg,22
DDDVYvKe_Yk,UCckltLEhFLv8Xz_lQhYfwmg,25
DdFyXwZ-P6E,UCVwbUjoiTUXxeVjsxW9Kwng,10
DDpoEl-d084,UCKEKf35apTUvSLs-c1DCekw,27
DDwBdFTKae4,UCCK3OZi788Ok44K97WAhLKQ,25
de9vMLwgvYk,UCKS1HX4moHCcDBZnM9k4giw,1
Dea0vmBNZ_w,UCKEKf35apTUvSLs-c1DCekw,27
dEST_fF2KRs,UCuc40qp1ZKB_ZbDw9iml8Kg,22
dEWGMNjaMdY,UCs_mHlm5_C82W5WCIJaSMbQ,22
DewKZGZ__IE,UCNyujDJFZqQml78mdpb2rNA,24
DezCLprZxpg,UCckltLEhFLv8Xz_lQhYfwmg,25
DF1DPRXW6ZE,UC7hqTC-ChL-_PUKhctTt50A,19
df8WBNLMr2A,UC0CXMeU0432EMgBnlBaY_yA,27
dfECc_RTdyU,UCR5y9OV23c0jJ4RGwDvGnLw,27
dfoR-OwP7l4,UCgnFSj7jQffD5V5m05j4dPw,22
DFxVjq0u1m8,UCEUSUxrhCt4n0Pp9WB7q7-w,24
dG0N4h8MND0,UCckltLEhFLv8Xz_lQhYfwmg,25
DgnScAP2cdI,UCckltLEhFLv8Xz_lQhYfwmg,25
dGq9vz5UoPE,UCMQYRNX1Fg-HJ8Ey7Z3WPrA,24
dGv8U-NKrYk,UC7hqTC-ChL-_PUKhctTt50A,19
dgYIS5DLgs0,UCCK3OZi788Ok44K97WAhLKQ,25
DH5jpPIWLf0,UC0CXMeU0432EMgBnlBaY_yA,27
DHBnA9m8zBw,UCuc40qp1ZKB_ZbDw9iml8Kg,22
dhDPAQJlJY8,UCfK5mYo5nvU4d4vkguhSn6Q,24
Dhk1y8phecI,UCgnFSj7jQffD5V5m05j4dPw,24
DHNwQqG9-l4,UCKS1HX4moHCcDBZnM9k4giw,1
di0nVlBpzQ0,UCCK3OZi788Ok44K97WAhLKQ,25
dIikaBCqpU8,UCn0XmAUFv6d2tofMFEesSNw,24
diIWlYAKrnI,UCckltLEhFLv8Xz_lQhYfwmg,25
DIUuP74i3Y8,UCCK3OZi788Ok44K97WAhLKQ,25
DJ792qYlNvU,UCRJPCCeeEsLiZkCjWlulDCg,22
dJEvEnyq61k,UCNyujDJFZqQml78mdpb2rNA,24
DJIEWDty_TM,UCwXfRdTtVeVnXXF4poaYw0Q,19
DJIiwX38mVc,UCCK3OZi788Ok44K97WAhLKQ,25
DjJ2EANz2DA,UCwkHQPpM4IvsJZiIwW9_8Ng,22
DjnH9KAtUp4,UCCK3OZi788Ok44K97WAhLKQ,25
dJV-6e2EjnQ,UCu7cGbQEMgGk8TD0ZYucM5g,27
DKD_oCSE-bk,UCAapm4DhqB5ckqr61IGdTUw,22
DkLaWh9SEok,UC92h2ZVbLNazWe038DnzIUA,22
dkoKmMmVLCs,UC9U2IYFVPd-Hl6zAeZQL7eQ,22
DKUPOAu3Tow,UCm-TY_JakK4dHAwF6QqcZSg,20
dkXry9rvSCg,UC0PdkCm3QlHJ8HdH4JeNirA,20
dLaRCQ4wO_E,UCiOEgWwAKbfrVb795hqQc9A,24
DLjVcxRBtgU,UCgnFSj7jQffD5V5m05j4dPw,22
dLm3PT3H3kc,UCwkHQPpM4IvsJZiIwW9_8Ng,22
DLxJwAnpfcU,UCgnFSj7jQffD5V5m05j4dPw,22
Dm36WrwYRFw,UC1Q3UfVjchyhbtyJXc_mu5w,24
dm5eOUeGJ08,UCCK3OZi788Ok44K97WAhLKQ,25
dMDq5qrsGP8,UCcrktZCp1tY9eDqrk6fMrsA,24
dml-9rMdPKI,UC0PdkCm3QlHJ8HdH4JeNirA,20
dmMceLRGWaw,UC0PdkCm3QlHJ8HdH4JeNirA,20
dMXbweKlKcc,UCU5WmQA3Ur1Yriw5pMqoBNQ,24
dnC7DYbsmAQ,UCcrktZCp1tY9eDqrk6fMrsA,24
dNeXtmlDJR4,UCgnFSj7jQffD5V5m05j4dPw,22
DNFseZmYt1A,UCgnFSj7jQffD5V5m05j4dPw,24
DnILdZGhN5A,UCGkzF25IZBE1SF9ykM64xEA,10
dnIUTwaZw5E,UC8irIP66QzlZNVgqe4vwN9g,10
DnNSJcAAfzY,UCnY7v189bwoSTFFYD_PNWhQ,27
DnVFMwIUrFE,UCk6Bzr5M-8n_KN2guSmWmMw,22
dObNTLJwIL0,UC0CXMeU0432EMgBnlBaY_yA,27
doe_OkHkLeE,UCVwbUjoiTUXxeVjsxW9Kwng,10
DoHzukvPA7E,UC7hqTC-ChL-_PUKhctTt50A,19
DoPrllaMwM0,UC0CXMeU0432EMgBnlBaY_yA,27
dOr4kXAnpGM,UCckltLEhFLv8Xz_lQhYfwmg,25
DP_ozkSoQJk,UCckltLEhFLv8Xz_lQhYfwmg,25
dp7FcwI6z9Y,UCCK3OZi788Ok44K97WAhLKQ,25
DPCFe-oF0R0,UCCK3OZi788Ok44K97WAhLKQ,25
DphaGDfV1Yw,UCckltLEhFLv8Xz_lQhYfwmg,25
DPHXyYlyLEk,UCCK3OZi788Ok44K97WAhLKQ,25
DPp9nwOucjQ,UCcrktZCp1tY9eDqrk6fMrsA,24
dQF_yZsA-cM,UC0PdkCm3QlHJ8HdH4JeNirA,20
dQjLO4I_hLQ,UCcrktZCp1tY9eDqrk6fMrsA,27
Dqsax4bdnOM,UCKS1HX4moHCcDBZnM9k4giw,1
DqsXGrh1VgI,UCdY0SS4tZPdWdQ6m5bX-ZBg,24
dQVM2MqZtjc,UCEa6e_J_Xs_GKCzG8Eq15Xw,10
drd9vbLiIAo,UCckltLEhFLv8Xz_lQhYfwmg,25
drDR0lusSeU,UC7301rstHsGPohgeR_kh8Pw,26
drJzPSogYBU,UCc8W1zUTmtNqXIhOHxPIAuw,20
ds1nvhtQCks,UCuc40qp1ZKB_ZbDw9iml8Kg,22
dS6UJpmVHR0,UCiOEgWwAKbfrVb795hqQc9A,24
dsCon5rc21s,UCYFn7BOOlmL21iNJ6q5IDfg,24
DSgqgxCldjg,UCQxq1x6XKl1oRJ_aSOdurWQ,10
dSnqTZ3-PPk,UCckltLEhFLv8Xz_lQhYfwmg,25
dsXYrV8wVgk,UC7301rstHsGPohgeR_kh8Pw,26
dsyGyNQAdQU,UCh9qXeL8eP3Txra2908xksg,10
DT6R407eYb0,UCCK3OZi788Ok44K97WAhLKQ,25
DTaNvu1PzKw,UCCK3OZi788Ok44K97WAhLKQ,25
Dtj8QJXSSx4,UCQxq1x6XKl1oRJ_aSOdurWQ,10
dTx_WLgjokA,UCckltLEhFLv8Xz_lQhYfwmg,25
duExuP95LEg,UCEmrzEYds6XN_7dd_5_XnrA,24
dufbLqmu8qY,UCCK3OZi788Ok44K97WAhLKQ,25
dunbuxQmS8E,UCckltLEhFLv8Xz_lQhYfwmg,25
duoNnIeGJio,UCdY0SS4tZPdWdQ6m5bX-ZBg,24
DuR9NR2Xx7A,UCRnC_XIuIVFKWphUcLd4MVA,27
DuTq00eKf_k,UC0PdkCm3QlHJ8HdH4JeNirA,20
duV2hzkQhZ4,UCckltLEhFLv8Xz_lQhYfwmg,25
DVbYsoWOm78,UCgnFSj7jQffD5V5m05j4dPw,22
dvk61zM8uxg,UCRnC_XIuIVFKWphUcLd4MVA,27
DvMGeqtWg1U,UCu7cGbQEMgGk8TD0ZYucM5g,27
DVMuLtPsMyM,UCckltLEhFLv8Xz_lQhYfwmg,25
DvoVTSkNJlw,UC8irIP66QzlZNVgqe4vwN9g,10
dVpxlBSQg98,UCckltLEhFLv8Xz_lQhYfwmg,25
DvR9RDYJx4s,UC0CXMeU0432EMgBnlBaY_yA,27
DVT4l_MIu9I,UCR5y9OV23c0jJ4RGwDvGnLw,27
Dw_lUkza33k,UCBR9iW2qo_7LP9_9u3A2ZeQ,20
dw7nL0APAGE,UCCK3OZi788Ok44K97WAhLKQ,25
dw9VszMMM2w,UCgnFSj7jQffD5V5m05j4dPw,22
DwfcJeQoASY,UCfK5mYo5nvU4d4vkguhSn6Q,24
dwswmgxhXWA,UC92h2ZVbLNazWe038DnzIUA,22
dWUkd_TKrac,UCckltLEhFLv8Xz_lQhYfwmg,25
DXAbq030KrQ,UC3C6rQHX8pkjSyOm-620k3w,28
DxcgzAxLEc4,UCgnFSj7jQffD5V5m05j4dPw,24
dXFQEZ3TIsc,UCCK3OZi788Ok44K97WAhLKQ,25
DXnKk0GuQpw,UCr8qGT-Mv9tdCo-aPr06REQ,1
DXS-8m-nkqI,UCnirzf0fEAPfQV__61iwSQQ,20
dyFHMq3dwHc,UCckltLEhFLv8Xz_lQhYfwmg,25
DYH96Y1gboY,UCKEKf35apTUvSLs-c1DCekw,27
DYrOuQJbLsM,UCVwbUjoiTUXxeVjsxW9Kwng,10
DyWFq4_JfpA,UCCK3OZi788Ok44K97WAhLKQ,25
